MONTH,DATE,MODEL,PO NO 1.,Item,PO NO 2.,DEST,QTY,REPACKING ,RESULT,PARTIAL Q'TY,"PARTIAL
NO",BUILDING,LINE,TQC NUM,EMPLOYEE NO,QTY INSPECTION,OFFICIAL INSPECTOR,INSPECTOR TYPE,DESCRIPTION,REMARKS,INTERNAL INSPECTOR,Stitching issue,Wrong Packing issue(prs),NOTE
1,1/2/2026,VL COURT 3.0 K,901857085,1,901857085-1,Netherlands,320,,PASS,,,A,Asc 05-2,44A,625110020,50,MR.THÁI,CFA,"Wobbling(1),Over Cement(1)",,,,,
1,1/2/2026,VL COURT 3.0 K,901859705,1,901859705-1,Italy,400,,PASS,,,A,Asc 04-2,40A,625060019,50,MS.HUỲNH,CFA,"Bonding Gap(1),Over Cement(1)",,,,,
1,1/2/2026,Tensaur Sport 2.0 CF K,901840166,1,901840166-1,Netherlands,797,,PASS,,,B,Asc 02-2,25B,621100361,80,MR.THÁI,CFA,"Wobbling(2),Over Cement(2)",,,,,
1,1/2/2026,Tensaur Sport 2.0 CF K,901905158,1,901905158-1,United Kingdom,961,,PASS,,,B,Asc 02-2,25B,621100361,80,MRS.VY,CFA,Wobbling(2),,,,,
1,1/2/2026,Tensaur Sport 2.0 K,901906671,1,901906671-1,United Kingdom,719,,PASS,,,B,Asc 03-1,46B,625100092,80,MS.NGÂN,CFA,"Dirty O'S(2),Dirty Collar Lining(2)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901485878,1,901485878-1,Israel,"1,406",18B,PASS,,,B3,0,18B,620030032,125,MRS.VY,CFA,"Bonding Gap(2),Dirty Upper(1)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901905072,1,901905072-1,Netherlands,251,,PASS,,,B,Asc 04-2,43B,625030363,32,MR.THÁI,CFA,Dirty O'S(2),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901911680,1,901911680-1,Netherlands,"1,633",,PASS,,,B,Asc 01-1,38A,622020703,125,MS.HUỲNH,CFA,"Wobbling(3),Collar Lining Wrinkle(2)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901903872,1,901903872-1,Netherlands,121,,PASS,,,B,Asc 04-2,43B,625030363,20,MR.THÁI,CFA,Off Center Heel(1),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901907968,1,901907968-1,Netherlands,853,,PASS,,,B,Asc 02-1,33B,624050450,80,MR.THÁI,CFA,"Wobbling(2),Dirty Upper(2)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901910132,1,901910132-1,Netherlands,"3,435",,PASS,235,PC,B,Asc 04-1,9B,621030996,32,MRS.VY,CFA,No issue,,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901911183,1,901911183-1,United Kingdom,"1,000",,PASS,,,B,Asc 03-2,84L,622030320,80,MRS.VY,CFA,"Wobbling(2),Over Cement(1),Dirty Collar Lining(1)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901987288,1,901987288-1,Netherlands,312,,PASS,,,B,Asc 04-2,43B,625030363,50,MS.NGÂN,CFA,"Wobbling(1),Bonding Gap(1)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,902010830,1,902010830-1,United Kingdom,300,,PASS,,,B,Asc 01-2,42B,625030063,50,MR.NHỨT,CFA,Dirty Collar Lining(1),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,902026395,1,902026395-1,Italy,475,,PASS,,,B,Asc 03-2,84L,622030320,50,MR.THÁI,CFA,"Wobbling(1),Over Primer O'S(1)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901988695,1,901988695-1,Italy,300,,PASS,,,B,Asc 06-2,26B,623090198,50,MRS.VY,CFA,Wobbling(2),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901988857,1,901988857-1,Italy,"1,272",,PASS,,,B,Asc 06-2,26B,623090198,125,MR.THÁI,CFA,"Dirty Collar Lining(2),Wrinkle(2),Dirty O'S(2)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,901988943,1,901988943-1,Italy,440,,PASS,,,B,Asc 01-1,38A,622020703,50,MR.NHỨT,CFA,Dirty Collar Lining(2),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,902003271,1,902003271-1,Netherlands,383,,PASS,,,B,Asc 01-2,42B,625030063,50,MS.NGÂN,CFA,Over Cement(2),,,,,
1,1/2/2026,TENSAUR SPORT 3.0  CF K,902003320,1,902003320-1,Netherlands,469,,PASS,,,B,Asc 04-1,9B,621030996,50,MR.NHỨT,CFA,"Dirty Collar Lining(1),Wobbling(1)",,,,,
1,1/2/2026,GALAXY 7 M,901586780,1,901586780-1,Panama,538,,PASS,,,C,Asc 08-1,21D,623030007,80,MS.NGÂN,CFA,"Dirty O'S(2),Poor Attaching(2),Over Cement(1)",,,,,
1,1/2/2026,GALAXY 7 M,901780716,1,901780716-1,Netherlands,997,,PASS,,,C,Asc 11-1,11,623120136,80,MS.HUỲNH,CFA,"Dirty M'S(1),Collar Lining Wrinkle(1),Dirty Upper(1)",,,,,
1,1/2/2026,GALAXY 7 M,901854583,1,901854583-1,Netherlands,310,,PASS,,,C,Asc 08-1,21D,623030007,50,MS.HUỲNH,CFA,"Wrinkle(1),Over Cement(1)",,,,,
1,1/2/2026,GALAXY 7 M,901855742,1,901855742-1,Netherlands,636,,PASS,,,C,Asc 05-2,10D,624040283,80,MS.NGÂN,CFA,"Over Cement(1),Wrinkle(1),Dirty O'S(1),Wobbling(1)",,,,,
1,1/2/2026,GALAXY 7 W,901270069,1,901270069-1,United Kingdom,689,,PASS,,,C,Asc 06-2,17D,624060040,80,MRS.VY,CFA,Wobbling(2),,,,,
1,1/2/2026,GRAND COURT 2.0,901900545,1,901900545-1,Italy,"2,901",,PASS,,,C,Asc 05-1,1D,622050542,125,MS.NGÂN,CFA,"Dirty O'S(2),Collar Lining Wrinkle(2),Bonding Gap(1),Wobbling(2)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0 K,901780763,1,901780763-1,Netherlands,380,,PASS,,,C,Asc 03-1,8C,624070252,50,MRS.VY,CFA,Dirty Upper(1),,,,,
1,1/2/2026,URBAN COURT,901805876,1,901805876-1,Netherlands,"5,196",,PASS,1996,PC,C,Asc 03-2,20D,624080083,125,MR.THÁI,CFA,"Bonding Gap(2),Dirty O'S(2),Dirty Upper(2)",,,,,
1,1/2/2026,URBAN COURT,901806121,1,901806121-1,Netherlands,"6,960",,PASS,3200,P2,C,Asc 01-2,31D,624040282,125,MS.HUỲNH,CFA,"Bonding Gap(2),Dirty Upper(2),Dirty Collar Lining(2)",,,,,
1,1/2/2026,URBAN COURT,901838954,1,901838954-1,Netherlands,729,,PASS,,,C,Asc 03-1,8C,624070252,80,MS.HUỲNH,CFA,"Dirty Upper(2),Dirty O'S(2)",,,,,
1,1/2/2026,URBAN COURT,901841244,1,901841244-1,Philippines,129,,PASS,,,C,Asc 04-1,33D,624070020,20,MS.NGÂN,CFA,Dirty O'S(1),,,,,
1,1/2/2026,ADVANTAGE 2.0,901373411,1,901373411-1,Italy,350,,PASS,,,D,Asc 08-1,1C,623090139,50,MRS.VY,CFA,"Dirty Upper(1),Dirty O'S(1)",,,,,
1,1/2/2026,GRAND COURT 3.0,901781667,1,901781667-1,Netherlands,330,,PASS,,,D,Asc 04-1,33C,625030360,50,MRS.VY,CFA,"Bonding Gap(1),Dirty O'S(1)",,,,,
1,1/2/2026,TENSAUR SPORT 3.0 K,901846544,1,901846544-1,Brazil,559,,FAIL,,,C,Asc 02-1,11D,624080127,80,MRS.VY,CFA,"Bonding Gap(14),Off Center Heel(5)",OFFICIAL,,,,
1,1/3/2026,Tensaur Sport 2.0 CF I,901899162,1,901899162-1,United Kingdom,601,,PASS,,,A,Asc 10-2,42A,625100252,80,MS.HUỲNH,CFA,Wobbling(3),,,,,
1,1/3/2026,Tensaur Sport 2.0 CF I,901900441,1,901900441-1,Italy,"2,899",,PASS,,,A,Asc 10-2,42A,625100252,125,MR.NHỨT,CFA,"Dirty O'S(2),Wobbling(2),Wrinkle(1)",,,,,
1,1/3/2026,VL COURT 3.0 K,901868616,1,901868616-1,Netherlands,498,,PASS,,,A,Asc 02-2,7A,625020551,50,MR.NHỨT,CFA,"Wrinkle(1),Wobbling(1)",,,,,
1,1/3/2026,TENSAUR SPORT 3.0 CF I,901908219,1,901908219-1,United Kingdom,330,,PASS,,,A,Asc 10-1,45A,625110021,50,MS.NGÂN,CFA,"Wobbling(1),Dirty Collar Lining(1)",,,,,
1,1/3/2026,TENSAUR COMFORT AC I,901857162,1,901857162-1,Netherlands,428,,PASS,,,A,Asc 06-1,25A,624030105,50,MR.THÁI,CFA,Over Cement(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901908432,1,901908432-1,United Kingdom,355,,PASS,,,A,Asc 07-1,20A,623110220,50,MS.HUỲNH,CFA,Dirty O'S(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901983632,1,901983632-1,Italy,370,,PASS,,,A,Asc 07-2,12A,622021407,50,MR.THÁI,CFA,Over Primer O'S(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901984216,1,901984216-1,Italy,435,,PASS,,,A,Asc 08-2,45A,625110021,50,MS.HUỲNH,CFA,Bonding Gap(2),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901665744,1,901665744-1,Peru,124,15A,PASS,,,B3,4,15A,624050151,20,MR.THÁI,CFA,Over Cement(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901721849,1,901721849-1,Philippines,101,,PASS,,,A,Asc 01-2,4A,624060316,20,MR.NHỨT,CFA,Off Center(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901727303,1,901727303-1,Thailand,177,,PASS,,,A,Asc 01-1,30A,624070060,32,MS.HUỲNH,CFA,Dirty M'S(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901727633,1,901727633-1,Philippines,150,,PASS,,,A,Asc 02-1,30A,624070060,20,MS.NGÂN,CFA,Dirty M'S(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901843592,1,901843592-1,Brazil,218,,PASS,,,A,Asc 01-2,4A,624060316,32,MR.THÁI,CFA,Dirty Collar Lining(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901856216,1,901856216-1,Brazil,177,,PASS,,,A,Asc 02-1,30A,624070060,32,MS.NGÂN,CFA,Over Cement(1),,,,,
1,1/3/2026,LIGHTSHIFT 2.0,901905239,1,901905239-1,Peru,110,15D,PASS,,,B3,3,15D,622020913,20,MS.HUỲNH,CFA,Dirty M'S(1),,,,,
1,1/3/2026,ADVANTAGE K,901899485,1,901899485-1,Italy,"4,060",,PASS,3200,P1,B,Asc 05-1,6B,621060243,125,MS.NGÂN,CFA,"Dirty Upper(2),Dirty O'S(2),Collar Lining Wrinkle(2),Bonding Gap(2)",,,,,
1,1/3/2026,TENSAUR SPORT 3.0  CF K,901961911,1,901961911-1,Utd.Arab Emir.,586,,PASS,,,B,Asc 03-2,84L,622030320,80,MS.NGÂN,CFA,"Poor Attaching(1),Collar Lining Wrinkle(1),Dirty O'S(2)",,,,,
1,1/3/2026,TENSAUR SPORT 3.0  CF K,901723320,1,901723320-1,Netherlands,343,,PASS,,,B,Asc 01-1,38A,622020703,50,MS.NGÂN,CFA,Collar Lining Wrinkle(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0  CF K,901987957,1,901987957-1,Italy,502,,PASS,,,B,Asc 06-2,26B,623090198,80,MS.NGÂN,CFA,"Poor Painting OutSole(1),Collar Lining Wrinkle(2)",,,,,
1,1/3/2026,TENSAUR SPORT 3.0  CF K,901985862,1,901985862-1,United Kingdom,309,,PASS,,,B,Asc 01-1,38A,622020703,50,MS.HUỲNH,CFA,"Over Primer O'S(1),Dirty Upper(2)",,,,,
1,1/3/2026,GALAXY 7 M,901577928,1,901577928-1,Panama,493,,PASS,,,C,Asc 10-1,13D,624100308,50,MRS.VY,CFA,Bonding Gap(1),,,,,
1,1/3/2026,GALAXY 7 M,901580348,1,901580348-1,South Korea,517,,PASS,,,C,Asc 06-1,19D,625080253,80,MRS.VY,CFA,"Off Center(1),Dirty Collar Lining(1)",,,,,
1,1/3/2026,GALAXY 7 M,901732555,1,901732555-1,Italy,"1,630",,PASS,,,C,Asc 06-2,17D,624060040,125,MRS.VY,CFA,"Off Center(2),Dirty O'S(2)",,,,,
1,1/3/2026,GALAXY 7 M,901775290,1,901775290-1,Spain,"2,510",,PASS,,,C,Asc 10-1,3D,622080106,125,MR.THÁI,CFA,"Dirty O'S(2),Over Cement(3)",,,,,
1,1/3/2026,GALAXY 7 M,901775370,1,901775370-1,Netherlands,"4,800",,PASS,3200,P1,C,Asc 10-2,16,621070084,125,MR.NHỨT,CFA,"Over Cement(1),Wobbling(2),Wrinkle(2),Dirty O'S(2)",,,,,
1,1/3/2026,GALAXY 7 M,901775370,1,901775370-1,Netherlands,"4,800",,PASS,1600,PC,C,Asc 10-2,16,621070084,125,MR.THÁI,CFA,"Over Cement(2),Dirty O'S(2),Collar Lining Wrinkle(2)",,,,,
1,1/3/2026,GALAXY 7 M,901776148,1,901776148-1,Mexico,"1,566",,PASS,,,C,Asc 10-2,16,621070084,125,MS.HUỲNH,CFA,"Over Cement(2),Wrinkle(2),Dirty M'S(2)",,,,,
1,1/3/2026,GALAXY 7 M,901779428,1,901779428-1,Spain,"1,032",,PASS,,,C,Asc 10-2,16,621070084,80,MR.THÁI,CFA,"Over Cement(2),Dirty O'S(2)",,,,,
1,1/3/2026,GALAXY 7 M,901803685,1,901803685-1,Italy,"2,110",,PASS,,,C,Asc 08-1,21D,623030007,125,MRS.VY,CFA,"Wrinkle(3),Over Primer O'S(1)",,,,,
1,1/3/2026,GALAXY 7 M,901852692,1,901852692-1,Netherlands,600,,PASS,,,C,Asc 11-1,11,623120136,80,MS.HUỲNH,CFA,"Wobbling(1),Poor Attaching(1),Dirty Upper(1)",,,,,
1,1/3/2026,GALAXY 7 W,901155347,1,901155347-1,USA,617,,PASS,,,C,Asc 06-2,17D,624060040,80,MR.THÁI,CFA,Dirty M'S(3),,,,,
1,1/3/2026,GALAXY 7 W,901779225,1,901779225-1,Netherlands,300,,PASS,,,C,Asc 10-1,13D,624100308,50,MRS.LY,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,GALAXY 7 W,901254878,1,901254878-1,Peru,480,,PASS,,,C,Asc 08-2,8D,624080430,50,MS.HUỲNH,CFA,"Over Cement(2),Over Primer O'S(1)",,,,,
1,1/3/2026,GALAXY 7 W,901426056,1,901426056-1,Utd.Arab Emir.,105,,PASS,,,C,Asc 08-2,8D,624080430,20,MS.NGÂN,CFA,Over Cement(1),,,,,
1,1/3/2026,GALAXY 7 W,901714802,1,901714802-1,New Zealand,429,,PASS,,,C,Asc 08-1,21D,623030007,50,MRS.VY,CFA,Over Cement(2),,,,,
1,1/3/2026,GALAXY 7 W,901775009,1,901775009-1,Netherlands,391,,PASS,,,C,Asc 08-2,8D,624080430,50,MRS.VY,CFA,"Wrinkle(1),Wobbling(1)",,,,,
1,1/3/2026,GALAXY 7 W,901776865,1,901776865-1,Netherlands,301,,PASS,,,C,Asc 07-1,25D,622070156,50,MS.HUỲNH,CFA,Dirty O'S(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901288059,1,901288059-1,Netherlands,360,,PASS,,,C,Asc 02-1,11D,624080127,50,MRS.LY,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901772932,1,901772932-1,Italy,317,,PASS,,,C,Asc 03-1,8C,624070252,50,MR.THÁI,CFA,Over Cement(2),,,,,
1,1/3/2026,TENSAUR SPORT 3.0 K,901780777,1,901780777-1,Netherlands,340,,PASS,,,C,Asc 03-1,8C,624070252,50,MRS.LY,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,URBAN COURT,901339939,1,901339939-1,Italy,590,,PASS,,,C,Asc 03-2,20D,624080083,80,MRS.VY,CFA,"Dirty Collar Lining(1),Wrinkle(1)",,,,,
1,1/3/2026,URBAN COURT,901709033,1,901709033-1,Philippines,121,,PASS,,,C,Asc 03-2,20D,624080083,20,MRS.LY,MANAGER,No issue,,CFA(VY)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,URBAN COURT,901806121,1,901806121-1,Netherlands,"6,960",,PASS,560,PC,C,Asc 04-2,27D,623090194,80,MR.THÁI,CFA,"Bonding Gap(2),Dirty O'S(2)",,,,,
1,1/3/2026,VS PACE 2.0,901851988,1,901851988-1,Netherlands,681,,PASS,,,D,Asc 01-2,37C,625080102,80,MR.THÁI,CFA,Dirty O'S(3),,,,,
1,1/3/2026,GRAND COURT 3.0,901835507,1,901835507-1,Italy,300,,PASS,,,D,Asc 01-1,39C,625090192,50,MS.HUỲNH,CFA,Dirty Shoelace(1),,,,,
1,1/3/2026,GRAND COURT 3.0,901835643,1,901835643-1,Italy,317,,PASS,,,D,Asc 03-1,R6D,619080327,50,MS.HUỲNH,CFA,"Dirty Collar Lining(1),Thread Ends(1)",,,,,
1,1/3/2026,GRAND COURT 3.0,901840575,1,901840575-1,Netherlands,322,,PASS,,,D,Asc 01-1,39C,625090192,50,MRS.LY,MANAGER,No issue,,CFA(NHỨT)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,VS PACE 2.0,901804566,1,901804566-1,Netherlands,720,,PASS,,,D,Asc 10-1,4C,624020153,80,MRS.VY,CFA,Wrinkle(2),,,,,
1,1/3/2026,VS PACE 2.0,901868491,1,901868491-1,Netherlands,380,,PASS,,,D,Asc 02-2,35C,625050156,50,MRS.VY,CFA,Dirty Upper(1),,,,,
1,1/3/2026,VS PACE 2.0,901909768,1,901909768-1,Netherlands,"1,600",,PASS,,,D,Asc 03-2,34C,625020591,125,MS.HUỲNH,CFA,"Dirty O'S(2),Dirty Collar Lining(2),Over Cement(2)",,,,,
1,1/3/2026,VS PACE 2.0,901910462,1,901910462-1,Netherlands,308,,PASS,,,D,Asc 11-1,38C,625090293,50,MR.NHỨT,CFA,"Thread Ends(1),Dirty Upper(1)",,,,,
1,1/3/2026,VS PACE 2.0,901910589,1,901910589-1,Netherlands,300,,PASS,,,D,Asc 03-2,34C,625020591,50,MRS.LY,MANAGER,No issue,,CFA(VY)AQL->TOP MANAGER(MRS.LY),,,
1,1/3/2026,VS PACE 2.0,4500810313,1,4500810313-1,South Africa,"1,096",,PASS,,,D,Asc 03-2,34C,625020591,80,MRS.VY,CFA,Dirty Collar Lining(2),,,,,
1,1/5/2026,VL COURT 3.0 K,901523972,1,901523972-1,Netherlands,525,,PASS,,,A,Asc 02-2,30A,624070060,80,MR.THÁI,CFA,"Off Center Heel(2),Poor Shape(2)",,,,,
1,1/5/2026,VL COURT 3.0 K,901710695,1,901710695-1,USA,"4,800",,PASS,1600,PC,A,Asc 04-1,18A,623100210,125,MS.HUỲNH,CFA,"Thread Ends(2),Over Cement(3),Dirty Upper(2)",,,,,
1,1/5/2026,VL COURT 3.0 K,901900809,1,901900809-1,United Kingdom,960,,PASS,,,A,Asc 05-2,44A,625110020,80,MS.NGÂN,CFA,"Bonding Gap(2),Wobbling(1),Dirty Upper(1)",,,,,
1,1/5/2026,VL COURT 3.0 K,901901197,1,901901197-1,Italy,"4,638",,PASS,3200,P1,A,Asc 02-2,7A,625020551,125,MS.HUỲNH,CFA,"Off Center(2),Thread Ends(2),Dirty O'S(2)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 CF I,901806321,1,901806321-1,United Kingdom,"1,610",,PASS,,,A,Asc 05-1,23A,624110228,125,MR.NHỨT,CFA,"Broken Stitching(1),Over Primer O'S(2)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 CF I,901806335,1,901806335-1,United Kingdom,790,,PASS,,,A,Asc 10-2,42A,625100252,80,MR.THÁI,CFA,"Wrinkle(2),Over Cement(1),Wobbling(1)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 CF I,901846320,1,901846320-1,United Kingdom,410,,PASS,,,A,Asc 10-1,16A,624100316,50,MS.NGÂN,CFA,"Wobbling(1),Bonding Gap(1)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 CF I,901858369,1,901858369-1,Italy,330,,PASS,,,A,Asc 10-1,16A,624100316,50,MS.NGÂN,CFA,"Wobbling(2),Collar Lining Wrinkle(2)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 CF I,901910304,1,901910304-1,Netherlands,300,,PASS,,,A,Asc 10-2,42A,625100252,50,MRS.VY,CFA,"Wobbling(1),Dirty Collar Lining(1)",,,,,
1,1/5/2026,Tensaur Run 3.0 EL I,901594960,1,901594960-1,Thailand,126,,PASS,,,A,Asc 06-1,25A,624030105,20,MR.THÁI,CFA,Left/Right Component Mismatch(1),,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901892990,1,901892990-1,Utd.Arab Emir.,102,,PASS,,,A,Asc 07-2,12A,622021407,20,MRS.VY,CFA,No issue,,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901906071,1,901906071-1,Italy,"1,255",,PASS,,,A,Asc 05-1,23A,624110228,125,MS.NGÂN,CFA,"Bonding Gap(2),Dirty O'S(2),Uneven Collar Top Line(2)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901907832,1,901907832-1,Italy,365,,PASS,,,A,Asc 07-1,20A,623110220,50,MR.THÁI,CFA,"Dirty O'S(1),Dirty Collar Lining(1)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901911376,1,901911376-1,Italy,375,,PASS,,,A,Asc 08-2,45A,625110021,50,MS.NGÂN,CFA,"Dirty O'S(1),Thread Ends(2)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901985938,1,901985938-1,United Kingdom,317,,PASS,,,A,Asc 07-2,12A,622021407,50,MR.NHỨT,CFA,"Over Cement(1),Thread Ends(1)",,,,,
1,1/5/2026,TENSAUR SPORT 3.0 K,901999510,1,901999510-1,Netherlands,304,,PASS,,,A,Asc 07-2,12A,622021407,50,MR.THÁI,CFA,Over Primer O'S(2),,,,,
1,1/5/2026,LIGHTSHIFT 2.0,901721951,1,901721951-1,Philippines,234,,PASS,,,A,Asc 01-1,30A,624070060,32,MRS.VY,CFA,"Over Primer O'S(1),Dirty M'S(1)",,,,,
1,1/5/2026,LIGHTSHIFT 2.0,901723171,1,901723171-1,Philippines,100,,PASS,,,A,Asc 02-1,30A,624070060,20,MR.NHỨT,CFA,No issue,,,,,
